id,precision,condition,mix_level,cmi,n_words,tts_lang,wer,cer,synth_s,audio_s,rtf,peak_mb,text,heard
HGM017,fp16,HING_MIX,low,11.1,9,hi,0.1111111111111111,0.06382978723404255,3.84,5.75,0.667,7909.1,मेरी बहन अगले साल college में दाख़िला लेगी शायद,"मेरी बहन अगले साल कॉलेज में दाखिला लेगी, शायद."
HGR017,fp16,HING_ROM,low,11.1,9,en,0.7777777777777778,0.20833333333333334,3.8,6.54,0.581,7917.6,Meri behen agle saal college mein daakhila legi shayad,"मेरी बिहेन, अगलिसाल कॉलेज माइंड आकीला, लेगी शाया"
HGM018,fp16,HING_MIX,low,11.1,9,hi,0.2222222222222222,0.075,3.67,5.29,0.694,7904.9,उन्होंने घर का पूरा design ख़ुद तैयार किया था,उन्होंने घर का पूरा देशिंग फुद तयार किया था।
HGR018,fp16,HING_ROM,low,11.1,9,en,0.7777777777777778,0.2,3.9,6.03,0.648,7912.1,Unhone ghar ka poora design khud taiyaar kiya tha,"उन्हों गार्कापूरा, डिसाइन कूद ताया किया ताँ."
HGM019,fp16,HING_MIX,low,10.0,10,hi,0.2,0.1,3.87,5.29,0.732,7904.9,यह train आज तीन घंटे देर से चल रही है,यह ट्रेन आज तीन घंटें और देर से चल रही है।
HGR019,fp16,HING_ROM,low,10.0,10,en,0.7,0.275,2.66,4.68,0.567,7897.7,Yeh train aaj teen ghante der se chal rahi hai,"ये च्रेंचांती देंचे, देर सी शाल रही है।"
HGM020,fp16,HING_MIX,low,11.1,9,hi,0.0,0.0,3.43,5.29,0.648,7904.9,मुझे उसका address अभी तक नहीं मिल पाया है,मुझे उसका आद्रेस अभी तक नहीं मिल पाया है।
HGR020,fp16,HING_ROM,low,11.1,9,en,0.1111111111111111,0.02564102564102564,2.96,5.2,0.569,7903.7,Mujhe uska address abhi tak nahi mil paaya hai,मुझे उसका अद्रेस अभी तक नाही मेल पाया है।
HGM021,fp16,HING_MIX,low,11.1,9,hi,0.1111111111111111,0.045454545454545456,3.63,5.47,0.663,7906.3,हमने पूरा हफ़्ता इस project पर मेहनत की थी,हमने पूरा हफता इस प्रोजेक्ट पर मेहनत की थी.
HGR021,fp16,HING_ROM,low,11.1,9,en,0.6666666666666666,0.18181818181818182,3.07,5.2,0.59,7903.7,Humne poora hafta is project par mehnat ki thi,हमनु पूरा हफ्ता इस प्रोजेक्ट पा मेनाटकी थित्व.
HGM022,fp16,HING_MIX,low,11.1,9,hi,0.1111111111111111,0.025,2.93,5.1,0.575,7903.4,मेरे दोस्त ने नया laptop कल ही ख़रीद लिया,मेरे दोस्त ने नया लाप्टॉप कल ही खरीद लिया।
HGR022,fp16,HING_ROM,low,11.1,9,en,0.6666666666666666,0.225,2.38,4.17,0.57,7892.4,Mere dost ne naya laptop kal hi khareed liya,"मिर्डस्ट ननाया लैप्टॉप, काल हाई करीड लिया"
HGM023,fp16,HING_MIX,low,10.0,10,hi,1.3,1.2444444444444445,6.4,9.93,0.644,7954.3,बच्चों की exam अगले महीने से शुरू हो रही है,"मच्चनी एक्साम अगले महिने से शुरू रही है, बोल यिस से जारिया नॉस पुरशा दिखाने निदिमों को अटान्जा."
HGR023,fp16,HING_ROM,low,10.0,10,en,0.8,0.26666666666666666,4.31,7.19,0.599,7924.6,Bachchon ki exam agle mahine se shuru ho rahi hai,"बख जोन काई, इक्जाम अगल, माहीन सीशूरो, हो वही है।"
HGM024,fp16,HING_MIX,low,11.1,9,hi,0.0,0.0,3.32,5.38,0.617,7905.5,उसने अपना bag बस में ही छोड़ दिया था,उसने अपना बाग बस में ही छोड़ दिया था।
HGR024,fp16,HING_ROM,low,11.1,9,en,0.4444444444444444,0.21621621621621623,3.7,6.3,0.587,7915.1,Usne apna bag bus mein hi chhod diya tha,"अजना आपना बाग बुस, माईनी शोड दिया था।"
HGM025,fp16,HING_MIX,low,11.1,9,hi,0.1111111111111111,0.07692307692307693,3.09,4.82,0.64,7899.7,यह दवा खाने के बाद fever कम हो जाएगा,यह दवा खाने के बाद फीवर कम हो जाएगा.
HGR025,fp16,HING_ROM,low,11.1,9,en,0.5555555555555556,0.21052631578947367,3.31,5.75,0.576,7909.1,Yeh dawa khaane ke baad fever kam ho jayega,"यदावा, कानके बाद, फीवर, काम हो, जयेगा"
HGM026,fp16,HING_MIX,low,11.1,9,hi,2.0,1.6571428571428573,6.58,8.91,0.738,7943.0,मैंने उसे कल शाम को एक email भेजा था,"मैंने ये नान ताय नावे, वान ते सना ते चाउन, कंटाट वोकशाद है नाया कि तना चाना न जादा ता."
HGR026,fp16,HING_ROM,low,11.1,9,en,0.7777777777777778,0.2857142857142857,4.4,6.59,0.668,7918.2,Maine use kal shaam ko ek email bheja tha,में यूज कालशम को एक इमेल बेया ता वा
HGM027,fp16,HING_MIX,low,11.1,9,hi,0.1111111111111111,0.044444444444444446,2.67,4.54,0.587,7896.2,हमारी team ने इस बार बहुत अच्छा प्रदर्शन किया,हमारी टीम ने इस बार बहुत अच्छा प्रदर्शन किया.
HGR027,fp16,HING_ROM,low,11.1,9,en,0.2222222222222222,0.06521739130434782,3.21,5.38,0.596,7905.6,Hamari team ne is baar bahut achha pradarshan kiya,हमारी टीम ने इस बार बहुत अख़ा प्रदर्शान किया.
HGM028,fp16,HING_MIX,low,10.0,10,hi,0.1,0.022222222222222223,2.67,4.64,0.574,7897.2,उसका बड़ा भाई एक बड़ी company में काम करता है,उसका बड़ा भाई एक बड़ी कोंपानी में काम करता है।
HGR028,fp16,HING_ROM,low,10.0,10,en,0.3,0.08695652173913043,4.68,7.38,0.634,7926.7,Uska bada bhai ek badi company mein kaam karta hai,"उसका बादा बाई, एके, बादी कॉंपनी, मैं काम कार्टा, हाई."
HGM029,fp16,HING_MIX,low,11.1,9,hi,0.2222222222222222,0.04,2.99,5.24,0.57,7904.5,मुझे कल सुबह hospital जाकर दवा लेनी होगी ज़रूर,मुझे काल सुबह होपिताल जाकर दवा लेनी होगी जरूर.
HGR029,fp16,HING_ROM,low,11.1,9,en,0.5555555555555556,0.16,4.23,6.17,0.685,7913.6,Mujhe kal subah hospital jaakar dawa leni hogi zaroor,"मुये काल जूबा, हास्पितल याकर दावा लेनी होगी सरोब."
HGM030,fp16,HING_MIX,low,11.1,9,hi,0.4444444444444444,0.10638297872340426,3.23,5.38,0.601,7905.6,उसने पूरी रात बैठकर अपना homework पूरा किया था,उसने पूरी राद बैठ कर अपना होमॉर्क पूरा किया था।
HGR030,fp16,HING_ROM,low,11.1,9,en,0.4444444444444444,0.08695652173913043,3.52,5.33,0.66,7905.3,Usne poori raat baithkar apna homework poora kiya tha,"उजने पूरी राद बेथकार अपना homework, पूरा, किया, तक."
HGM031,fp16,HING_MIX,low,11.1,9,hi,0.3333333333333333,0.07142857142857142,3.4,5.89,0.578,7910.6,यह जगह शहर के बहुत नज़दीक और safe है,यह जगः शहर की बहुत नजदीक और साफे है।
HGR031,fp16,HING_ROM,low,11.1,9,en,0.4444444444444444,0.19047619047619047,3.84,6.03,0.638,7912.1,Yeh jagah shehar ke bahut nazdeek aur safe hai,ये जागा शेहर के बहुत नास्टेक और सेफ है।
HGM032,fp16,HING_MIX,low,11.1,9,hi,0.3333333333333333,0.06666666666666667,2.99,5.2,0.576,7903.6,मेरी मम्मी हर सुबह tea बनाकर मुझे देती हैं,मेरी मम्मी हर सुबह टी बना कर मुझे देती हैं।
HGR032,fp16,HING_ROM,low,11.1,9,en,0.3333333333333333,0.13333333333333333,3.4,5.65,0.601,7908.1,Meri mummy har subah tea banakar mujhe deti hain,"मेरी मुमी हार, सुबाती बानर कार, मुझे देती हैं।"
HGM033,fp16,HING_MIX,low,10.0,10,hi,0.3,0.09259259259259259,3.42,6.03,0.567,7912.1,उसने अपनी बात बहुत confidence के साथ सबके सामने रखी,उसने अपनी बात बहुत कुंफिदेंस के साथ सब के सामने रखी.
HGR033,fp16,HING_ROM,low,10.0,10,en,0.5,0.25925925925925924,4.15,6.5,0.639,7917.2,Usne apni baat bahut confidence ke saath sabke saamne rakhi,उसने आपनी बात बहूट कॉन्फिडेंस किसा आदब सम्दर राखी।
HGM034,fp16,HING_MIX,low,10.0,10,hi,0.4,0.18604651162790697,3.23,5.38,0.6,7905.5,हमें इस काम के लिए और time चाहिए होगा शायद,हमें इस सान के लिए और थान के लिए होगा शायद.
HGR034,fp16,HING_ROM,low,10.0,10,en,0.2,0.13636363636363635,3.85,6.03,0.639,7912.1,Hamein is kaam ke liye aur time chahiye hoga shayad,"हमाईन इस काम के लिए, और वार्टाइम, चाहिये होगा शयाद."
HGM035,fp16,HING_MIX,low,10.0,10,hi,0.0,0.0,3.37,5.47,0.615,7906.3,वह अपनी class में हमेशा पहले नंबर पर आता है,वह अपनी क्लास में हमेशा पहले नंबर पर आता है।
HGR035,fp16,HING_ROM,low,10.0,10,en,0.4,0.10204081632653061,5.22,7.61,0.686,7929.1,Woh apni class mein hamesha pehle number par aata hai,वो अपनी क्लास मैं हमेशा पेले नमबर पार आता है।
HGM036,fp16,HING_MIX,medium,20.0,10,hi,0.3,0.13333333333333333,3.33,5.61,0.593,7908.6,कल की meeting cancel हो गई इसलिए मैं घर रहा,"कल की मैं तिंग ठानसल हो गई, इसलिए मैं घर रहा."
HGR036,fp16,HING_ROM,medium,20.0,10,en,0.6,0.15555555555555556,5.24,7.74,0.677,7930.6,Kal ki meeting cancel ho gayi isliye main ghar raha,कालकी मीटिंग कैंसल हो गैयी इसलिया मैन गा रहा
HGM037,fp16,HING_MIX,medium,30.0,10,hi,0.2,0.08,3.48,6.12,0.568,7913.1,उसने अपनी report submit करके manager को भेज दी थी,उसने अपनी रेपोर्ट सुमित करके मानेजर को भेज दी थी.
HGR037,fp16,HING_ROM,medium,30.0,10,en,0.7,0.24,3.62,5.47,0.661,7906.4,Usne apni report submit karke manager ko bhej di thi,उसे इन आपनी रिपोर्ट सब्मिट करके मैनेजर को बेड़ी थी।
HGM038,fp16,HING_MIX,medium,30.0,10,hi,0.1,0.04081632653061224,3.34,5.89,0.567,7910.6,मुझे इस weekend कोई movie देखने का plan बनाना है,मुझे इस विकेंड कोई मूवी देखने का प्लान बनाना है।
HGR038,fp16,HING_ROM,medium,30.0,10,en,0.4,0.14583333333333334,3.89,6.12,0.636,7913.2,Mujhe is weekend koi movie dekhne ka plan banana hai,मुझे इस वीकेंड कोई मुवी डेशनिका प्लाउन बनाना है
HGM039,fp16,HING_MIX,medium,30.0,10,hi,0.4,0.2,3.43,5.94,0.578,7911.2,हमने कल का schedule change करके नया plan बना लिया,हमने कल का शैदूरा और नो चांगे करके नया प्रान बना लिया।
HGR039,fp16,HING_ROM,medium,30.0,10,en,0.5,0.14,4.15,6.91,0.6,7922.0,Humne kal ka schedule change karke naya plan bana liya,हमने कालका शेडूल चेंस कारके नाया प्लां बाना लिया
HGM040,fp16,HING_MIX,medium,20.0,10,hi,0.2,0.07142857142857142,3.2,5.61,0.57,7908.6,मेरा phone कल से बहुत slow चल रहा है अब,मेरा फ़ोन कल से बहुत स्लो चल रहा है अब।
HGR040,fp16,HING_ROM,medium,20.0,10,en,0.7,0.23809523809523808,3.58,6.08,0.589,7912.7,Mera phone kal se bahut slow chal raha hai ab,"निरफॉन, काल सिबाहूट, स्लोचाल, रहा है आग।"
HGM041,fp16,HING_MIX,medium,30.0,10,hi,0.5,0.17777777777777778,3.39,5.29,0.641,7904.9,उसने online form भरकर fees भी जमा कर दी थी,उसने ओन्लाइन फॉर्म भर कर फेज भी जमा कर दी थी।
HGR041,fp16,HING_ROM,medium,30.0,10,en,0.6,0.17777777777777778,3.74,6.36,0.588,7915.7,Usne online form bharkar fees bhi jama kar di thi,"उसने ओन्लाइन, फॉर्म बारकार फीज, बिया जामा कार दिती."
HGM042,fp16,HING_MIX,medium,30.0,10,hi,0.2,0.06521739130434782,3.54,5.8,0.61,7909.7,आज traffic इतना heavy था कि मैं late पहुँच गया,आज ट्रफी इतना हवी था कि मैं लाते पहुँँच गया.
HGR042,fp16,HING_ROM,medium,30.0,10,en,0.5,0.15217391304347827,3.55,5.65,0.627,7908.1,Aaj traffic itna heavy tha ki main late pahunch gaya,"आज ट्राफिक इतना हेवी द काई माईन, लेट पहुंच गाया."
HGM043,fp16,HING_MIX,medium,30.0,10,hi,0.3,0.08695652173913043,3.2,5.24,0.612,7904.5,मेरी सारी files कल laptop से delete हो गई थीं,मेरी सारी फिलस कल लाप्टोप से दिलेते हो गई थी।
HGR043,fp16,HING_ROM,medium,30.0,10,en,0.4,0.15217391304347827,3.07,5.2,0.591,7903.7,Meri saari files kal laptop se delete ho gayi thin,"मेरी सारी, फाइलस का लैपटॉप से देलेती हो गाई थिन।"
HGM044,fp16,HING_MIX,medium,20.0,10,hi,0.2,0.09615384615384616,4.63,7.19,0.644,7924.6,उसका interview अच्छा गया लेकिन result अभी तक नहीं आया,"उसका इंटरव्यू अच्छा गया, लेकिन रेसॉल्ट अभी तक नहीं आया."
HGR044,fp16,HING_ROM,medium,20.0,10,en,0.6,0.19230769230769232,3.42,5.98,0.571,7911.7,Uska interview achha gaya lekin result abhi tak nahi aaya,उसके एंटर्व्यू आखा गाया लेकिन रिजोल्ट अभी ताक ना ही आयाया.
HGM045,fp16,HING_MIX,medium,30.0,10,hi,0.1,0.041666666666666664,3.87,5.61,0.691,7908.6,हमने पूरी night study करके exam की तैयारी की थी,हमने पूरी नाइट स्टूदी करके एकसाम की तयारी की थी।
HGR045,fp16,HING_ROM,medium,30.0,10,en,0.6,0.25,3.72,6.44,0.578,7916.6,Humne poori night study karke exam ki taiyaari ki thi,हमने पूरी नाइच्टडी कारके एक्जाम की तयारी किती सिथ.
HGM046,fp16,HING_MIX,medium,30.0,10,hi,0.3,0.07142857142857142,3.98,5.47,0.727,7906.3,यह app बहुत useful है और बिल्कुल free भी है,यह आप बहुत उसे फुल है और बिल्कुल फ्री भी है।
HGR046,fp16,HING_ROM,medium,30.0,10,en,0.8,0.2857142857142857,3.8,6.59,0.576,7918.2,Yeh app bahut useful hai aur bilkul free bhi hai,ये अपभगत यूसफल हायो बिलकुल फ्री बियाई हाई
HGM047,fp16,HING_MIX,medium,18.2,11,hi,0.2727272727272727,0.13725490196078433,3.66,5.33,0.685,7905.3,मुझे office से घर पहुँचने में एक hour लग जाता है,मुझे ओफीस से घर पहुँचने आमें एक हावर लग जाता है।
HGR047,fp16,HING_ROM,medium,18.2,11,en,0.7272727272727273,0.2549019607843137,3.28,5.8,0.565,7909.8,Mujhe office se ghar pahunchne mein ek hour lag jaata hai,"मुझे अफिस सिगार पहुंचने मैं एक हेवा, लाक याता है।"
HGM048,fp16,HING_MIX,medium,20.0,10,hi,0.4,0.09259259259259259,4.02,5.71,0.705,7908.7,उसने अपना account close करवाकर सारा पैसा निकाल लिया था,उसने अपना आकाउंट क्रोज करवा कर सारा पैसा निकाल लिया था.
HGR048,fp16,HING_ROM,medium,20.0,10,en,0.7,0.14814814814814814,4.58,7.7,0.595,7930.2,Usne apna account close karwakar saara paisa nikaal liya tha,"उसे ना अपना अकाउंट, क्लोस करवका, सारा पाइजा, निकाल लिया, ताल."
HGM049,fp16,HING_MIX,medium,30.0,10,hi,0.4,0.1568627450980392,3.21,5.65,0.567,7908.1,मेरे friends ने birthday party का पूरा इंतज़ाम किया था,मेरी फ्रेंज ने बर्दे पार्टी का पूरा इंतजाम किया था।
HGR049,fp16,HING_ROM,medium,30.0,10,en,0.7,0.2549019607843137,4.17,6.4,0.651,7916.2,Mere friends ne birthday party ka poora intezaam kiya tha,"मिर फ्रेंज न बिर्थ्टे पार्टी, का पूरा, इंटिजान कियता"
HGM050,fp16,HING_MIX,medium,18.2,11,hi,0.18181818181818182,0.05555555555555555,3.12,5.52,0.565,7906.7,यह restaurant बहुत famous है लेकिन खाना देर से आता है,"यह रेस्टोरान बहुत फामोंस है, लेकिन खाना देर से आता है."
HGR050,fp16,HING_ROM,medium,18.2,11,en,0.6363636363636364,0.18518518518518517,4.17,6.22,0.671,7914.2,Yeh restaurant bahut famous hai lekin khaana der se aata hai,ये रेस्टोरांड अहूट फेमस हाई लिकिन काना देर सियाता हाई
HGM051,fp16,HING_MIX,medium,20.0,10,hi,0.4,0.057692307692307696,3.83,6.03,0.636,7912.1,उसने मुझे WhatsApp पर video भेजकर पूरी बात समझा दी,उसने मुझे वाटसाब पर वीडियो भेज कर पूरी बात समझा दी.
HGR051,fp16,HING_ROM,medium,20.0,10,en,0.7,0.29411764705882354,4.32,6.36,0.679,7915.7,Usne mujhe WhatsApp par video bhejkar poori baat samjha di,उजिनुय वच्सेप पार वीडियो बेहिकार पूरी बात समचदी.
HGM052,fp16,HING_MIX,medium,30.0,10,hi,1.2,1.0888888888888888,6.44,10.4,0.619,7959.1,मेरी booking confirm हो गई और ticket भी मिल गया,मेरी बुकिन कांफर होगई और टिकेट बीमल गया. संदान आजेंदास इलसोआ. तक श्टान्दा कमाजेंदा.
HGR052,fp16,HING_ROM,medium,30.0,10,en,0.5,0.13333333333333333,2.92,5.2,0.562,7903.7,Meri booking confirm ho gayi aur ticket bhi mil gaya,"मेरी बुकिंग कंफर्म, होगे और टिकट बाई मिल गया"
HGM053,fp16,HING_MIX,medium,27.3,11,hi,0.18181818181818182,0.14814814814814814,3.87,5.61,0.69,7908.6,इस software को install करने में बहुत time लग रहा है,इस सफ्टवेर को इंस्टाल करने में बहुत टाइन लग रहा है।
HGR053,fp16,HING_ROM,medium,27.3,11,en,0.36363636363636365,0.14545454545454545,3.46,6.03,0.575,7912.2,Is software ko install karne mein bahut time lag raha hai,इस सौफ्टवेर को इंस्टॉल कारने माइन बाहू टाइम लाग राहा हाई।
HGM054,fp16,HING_MIX,medium,20.0,10,hi,0.1,0.04081632653061224,3.68,5.38,0.685,7905.6,उसने अपनी shop बंद करके नया business शुरू कर दिया,उसने अपनी शोप बंद करके नाया बुशने सुरू कर दिया।
HGR054,fp16,HING_ROM,medium,20.0,10,en,0.5,0.14285714285714285,4.28,7.33,0.584,7926.1,Usne apni shop band karke naya business shuru kar diya,उसने अपनी शॉप बैंड़ कार के नाया बिजनिस शूरू कार दिया।
HGM055,fp16,HING_MIX,medium,30.0,10,hi,1.2,1.0740740740740742,6.48,10.35,0.627,7958.5,हमारी class आज online होगी क्योंकि teacher बाहर गए हैं,"हमारी क्लास आज ओर्लाइन होगी, क्योंकि टीचर बाहर गए हैं. उनुन दिल था नाट पुंड्यानायन सादी स्पोर्ड टेंडो हार गए."
HGR055,fp16,HING_ROM,medium,30.0,10,en,0.3,0.11320754716981132,4.73,7.47,0.634,7927.6,Hamari class aaj online hogi kyunki teacher bahar gaye hain,"हमारी क्लास Online होगी क्योंकी Teacher Bahar, Gay Hine"
HGM056,fp16,HING_MIX,medium,20.0,10,hi,0.1,0.02040816326530612,3.56,5.75,0.619,7909.1,मैंने अपना password change कर लिया लेकिन फिर भूल गया,"मैंने अपना फासवर्ड चंगे कर लिया, लेकिन फिर भूल गया."
HGR056,fp16,HING_ROM,medium,20.0,10,en,0.5,0.12244897959183673,3.3,5.75,0.573,7909.2,Maine apna password change kar liya lekin phir bhool gaya,"Main APNA Password, Change Karelia Likin, Fear Bull Gaia."
HGM057,fp16,HING_MIX,medium,30.0,10,hi,0.4,0.16666666666666666,3.5,5.89,0.595,7910.6,यह project deadline से पहले complete करना बहुत ज़रूरी है,यहाँ प्रोजेक्ट डेडलाइन से पहले कॉंपलेट करना बहुत जरूरी है।
HGR057,fp16,HING_ROM,medium,30.0,10,en,0.5,0.2,3.64,6.12,0.595,7913.2,Yeh project deadline se pehle complete karna bahut zaroori hai,ये प्रोजेक्ट डेडलाइन से पेल कंपलीट कारणा बाहूत सरूरी है।
HGM058,fp16,HING_MIX,medium,20.0,10,hi,0.3,0.04,3.31,5.8,0.571,7909.7,उसका result अच्छा आया इसलिए सबने उससे party मांगी कल,"उसका रेजूल्ट अच्छा आया, इसलिए सब ने उससे पार्टी मांगी कल."
HGR058,fp16,HING_ROM,medium,20.0,10,en,0.7,0.17647058823529413,3.68,6.5,0.567,7917.2,Uska result achha aaya isliye sabne usse party maangi kal,"उसका रिजल्ट आखा आयाई. इसलिए जब ने उसो, पार्टी मंजी काल."
HGM059,fp16,HING_MIX,medium,20.0,10,hi,0.1,0.05405405405405406,4.14,6.12,0.676,7913.1,मेरे बड़े भाई ने नई job join कर ली है,मेरे बड़े भाई ने नई जोब जॉइन कर ली है।
HGR059,fp16,HING_ROM,medium,20.0,10,en,0.9,0.2972972972972973,2.52,4.31,0.585,7893.8,Mere bade bhai ne nayi job join kar li hai,"मेरे बाद एड बाइन एन आई जॉब, जॉइंग कार लीहाई।"
HGM060,fp16,HING_MIX,medium,30.0,10,hi,0.3,0.08333333333333333,3.69,5.85,0.631,7910.1,यह video बहुत viral हुआ और लाखों views मिल गए,यह वीडियो बहुत विराल हुआ और लाकां व्यूस मिल गए।
HGR060,fp16,HING_ROM,medium,30.0,10,en,0.5,0.1702127659574468,4.12,7.33,0.562,7926.1,Yeh video bahut viral hua aur laakhon views mil gaye,ये विडियो बहुत विराल हुआ और अलाकन व्यूज मिल गए।
HGM061,fp16,HING_MIX,medium,18.2,11,hi,0.18181818181818182,0.05172413793103448,4.0,5.89,0.68,7910.7,हमें इस issue को जल्दी solve करना पड़ेगा वरना दिक्कत होगी,हमें इस इस्यूई को जल्दी सॉल्वे करना पड़ेगा वरना दिक्कत होगी.
HGR061,fp16,HING_ROM,medium,18.2,11,en,0.2727272727272727,0.06779661016949153,4.8,7.56,0.634,7928.7,Hamein is issue ko jaldi solve karna padega warna dikkat hogi,"हमें इस इश्यू को याल्डी, सोल्वे करना, पदेगा वार्णा. दिकत होगी."
HGM062,fp16,HING_MIX,medium,30.0,10,hi,0.2,0.0392156862745098,3.12,5.47,0.57,7906.3,उसने अपना ticket book करवा लिया लेकिन seat नहीं मिली,"उसने अपना टिक्केट बूग करवा लिया, लेकिन साथ नहीं मिली."
HGR062,fp16,HING_ROM,medium,30.0,10,en,0.5,0.14,3.66,6.44,0.568,7916.6,Usne apna ticket book karwa liya lekin seat nahi mili,"उसने अपना टिकेट बुक, कारवालीया लिकीन सीट, नाही मेरे."
HGM063,fp16,HING_MIX,medium,30.0,10,hi,0.4,0.1,3.2,5.71,0.561,7908.7,मुझे नया router इस month order करना पड़ेगा शायद अब,"मुझे नया रोटर इस मॉंट ओर्डर करना परेगा, शायद अब।"
HGR063,fp16,HING_ROM,medium,30.0,10,en,0.7,0.2,3.62,6.08,0.595,7912.7,Mujhe naya router is month order karna padega shayad ab,मुयन्नाया राउटर इस मंथ ओर्डर कार्ण पदेगा शायद अबल
HGM064,fp16,HING_MIX,medium,20.0,10,hi,0.2,0.047619047619047616,3.03,5.38,0.564,7905.6,आज lunch में मैंने कुछ भी heavy नहीं खाया था,आज लुण्श में मैंने कुछ भी हावी नहीं खाया था।
HGR064,fp16,HING_ROM,medium,20.0,10,en,0.9,0.3023255813953488,4.59,6.77,0.677,7921.0,Aaj lunch mein maine kuchh bhi heavy nahi khaaya tha,"आईजि लंच, माईन में कोख, भी ही है वी नाही कहाया था।"
HGM065,fp16,HING_MIX,medium,20.0,10,hi,2.2,1.3508771929824561,5.8,9.84,0.59,7954.0,उसने बहुत मेहनत करके अपनी company को successful बना दिया,"उसने ही बहुत नहीं नाई दिन करक्या पर नहने, कारल नाना बहासे बढ़ावा देश से की किजी मी दो ठातो मार, आरे नो कभी।"
HGR065,fp16,HING_ROM,medium,20.0,10,en,0.4,0.21052631578947367,3.42,6.12,0.558,7913.2,Usne bahut mehnat karke apni company ko successful bana diya,"उसने बहुत मेनाद कारके, अपनी कमो सुक्सेसफुल. बना दिया."
HGM066,fp16,HING_MIX,medium,20.0,10,hi,0.3,0.11320754716981132,3.38,5.57,0.606,7907.2,यह course पूरा करने में लगभग छह month लग जाएंगे,इह course पूरा करने में लगभग 6 मौन्ट लग जाएंगी.
HGR066,fp16,HING_ROM,medium,20.0,10,en,1.0,0.2830188679245283,3.49,6.17,0.566,7913.7,Yeh course poora karne mein lagbhag chhah month lag jayenge,"ये कौस पोरा काने मैंन लागबागशा, मन्थ लागजेन।"
HGM067,fp16,HING_MIX,medium,18.2,11,hi,0.09090909090909091,0.03773584905660377,2.98,4.92,0.607,7903.1,मुझे कल morning शहर से बाहर meeting के लिए जाना है,मुझे कल मोर्निंग शहर से बाहर मेतिन के लिए जाना है।
HGR067,fp16,HING_ROM,medium,18.2,11,en,0.5454545454545454,0.1509433962264151,3.56,6.26,0.569,7914.7,Mujhe kal morning shehar se bahar meeting ke liye jaana hai,मुये कार मोर्निंग. शिहार. जे बहार मिटिंग लिये याना है.
HGM068,fp16,HING_MIX,medium,20.0,10,hi,0.1,0.02040816326530612,3.9,6.12,0.637,7913.1,उसने अपनी सारी savings उस business में लगा दी थीं,उसने अपनी सारी साविंग्स उस बुशिनेस में लगा दी थी।
HGR068,fp16,HING_ROM,medium,20.0,10,en,0.9,0.2653061224489796,3.99,6.82,0.585,7921.3,Usne apni saari savings us business mein laga di thi,"उसेनी यानी सारी, सैर्विंग्स अस बिसनिस, माइन लागादी शी."
HGM069,fp16,HING_MIX,medium,20.0,10,hi,0.2,0.09259259259259259,4.2,5.75,0.73,7909.1,हमारी society में हर साल बड़ा function होता रहता है,हमारी सोसियटी में हर साल बड़ा फुंक्षों होता रहता है।
HGR069,fp16,HING_ROM,medium,20.0,10,en,0.4,0.16363636363636364,4.09,6.87,0.595,7921.8,Hamari society mein har saal bada function hota rehta hai,"हमारी सिसायटी मैं हार साल, बादा फुंक्षन होता, रेटा हाई."
HGM070,fp16,HING_MIX,medium,27.3,11,hi,0.09090909090909091,0.02040816326530612,3.97,5.65,0.702,7908.1,मैंने उसे call किया लेकिन उसका number busy आ रहा था,"मैंने उसे काल किया, लेकिन उसका नुम्बर बुशी आ रहा था."
HGR070,fp16,HING_ROM,medium,27.3,11,en,0.5454545454545454,0.12244897959183673,3.47,5.98,0.579,7911.7,Maine use call kiya lekin uska number busy aa raha tha,"Main Use Call, Kialikin Uska Number. Busy Air, Rahata."
HGM071,fp16,HING_MIX,high,40.0,10,hi,0.4,0.125,4.26,5.94,0.717,7911.2,मुझे कल जल्दी office जाकर morning meeting attend करनी है,मुझे कल जल्दी ओफिस से जाकर मौर्निंग मैटिंग आतन करनी है।
HGR071,fp16,HING_ROM,high,40.0,10,en,1.1,0.23214285714285715,4.45,7.7,0.578,7930.1,Mujhe kal jaldi office jaakar morning meeting attend karni hai,मुई जे काल. याल दी ओफिस या कार मॉर्णिंग मीटिंग. अटेंट कार निहाई.
HGM072,fp16,HING_MIX,high,40.0,10,hi,0.7,0.4375,4.37,7.47,0.585,7927.6,मेरा project submit करने की last date कल ही है,मेरा प्रोजेक्ट सुम्मित करने की लास्तों देट कल ही है वो अनो खोर्जी है।
HGR072,fp16,HING_ROM,high,40.0,10,en,0.4,0.10416666666666667,4.29,6.12,0.7,7913.2,Mera project submit karne ki last date kal hi hai,"मेरा प्रोजेक्ट सब्मिट काने. की लास्ट. डेट काल हाई, हाई."
HGM073,fp16,HING_MIX,high,50.0,10,hi,0.5,0.15,3.35,5.65,0.592,7908.1,उसने resume update करके multiple companies में apply कर दिया,"उसने रेज में अपदेट करके, Multiple Company में आपले कर दिया."
HGR073,fp16,HING_ROM,high,50.0,10,en,0.3,0.11475409836065574,4.16,6.03,0.69,7912.2,Usne resume update karke multiple companies mein apply kar diya,"उसने यर Zoom update कारके multiple companies, मैंने apply कार दिया."
HGM074,fp16,HING_MIX,high,36.4,11,hi,0.36363636363636365,0.14285714285714285,3.71,5.8,0.639,7909.7,आज weather pleasant है इसलिए हम outing plan कर रहे हैं,"आज वेदा प्लेजांट है, इसलिए हम ओटिंग प्रान कर रहे हैं."
