id,precision,condition,mix_level,cmi,n_words,tts_lang,wer,cer,synth_s,audio_s,rtf,peak_mb,text,heard
HGR017,fp32,HING_ROM,low,11.1,9,en,0.7777777777777778,0.20833333333333334,25.17,5.52,4.563,6026.8,Meri behen agle saal college mein daakhila legi shayad,मेरी बिहेन अगलसाल कॉलेज माइंड अखीला लेगी शाया
HGM018,fp32,HING_MIX,low,11.1,9,hi,0.1111111111111111,0.025,21.78,4.59,4.748,6026.8,उन्होंने घर का पूरा design ख़ुद तैयार किया था,उन्होंने घर का पूरा दैसिन खुद तैयार किया था।
HGR018,fp32,HING_ROM,low,11.1,9,en,0.4444444444444444,0.225,38.95,8.35,4.663,6026.8,Unhone ghar ka poora design khud taiyaar kiya tha,अन्होन गार का तूर डिजाइन कुड ताया किया था
HGM019,fp32,HING_MIX,low,10.0,10,hi,1.1,1.2,43.75,9.56,4.578,6026.8,यह train आज तीन घंटे देर से चल रही है,"यहाँ ट्रेन आज तीन घंटे देर से चल रही है। डाओ नादा, नो नाना मरोनो, जिस अब्जोड क्या डोने तो।"
HGR019,fp32,HING_ROM,low,10.0,10,en,0.8,0.3,27.93,6.03,4.634,6026.8,Yeh train aaj teen ghante der se chal rahi hai,"ये च्रन आई ये चीन गांते, देरजी हाल रही है।"
HGM020,fp32,HING_MIX,low,11.1,9,hi,0.0,0.0,25.63,5.61,4.567,6026.8,मुझे उसका address अभी तक नहीं मिल पाया है,मुझे उसका आद्रेस अभी तक नहीं मिल पाया है।
HGR020,fp32,HING_ROM,low,11.1,9,en,0.2222222222222222,0.05128205128205128,27.47,6.17,4.454,6026.8,Mujhe uska address abhi tak nahi mil paaya hai,मुझे उसका अध्रेस आभी ठक नाही मिल पा आया है।
HGM021,fp32,HING_MIX,low,11.1,9,hi,0.1111111111111111,0.022727272727272728,22.24,4.82,4.613,6026.8,हमने पूरा हफ़्ता इस project पर मेहनत की थी,हमने पूरा हफ़ता इस प्रोजेक्ट पर मेहनब की थी।
HGR021,fp32,HING_ROM,low,11.1,9,en,0.6666666666666666,0.18181818181818182,23.04,4.96,4.646,6026.8,Humne poora hafta is project par mehnat ki thi,हमनम पूरा हफ्ता इस प्राजेक्ट पार में आट की थिल
HGM022,fp32,HING_MIX,low,11.1,9,hi,0.2222222222222222,0.05,21.73,4.59,4.736,6026.8,मेरे दोस्त ने नया laptop कल ही ख़रीद लिया,मेरे दोस्त ने आया लाप्टॉप कल ही खरीद लिया.
HGR022,fp32,HING_ROM,low,11.1,9,en,0.7777777777777778,0.3,26.24,5.65,4.642,6026.8,Mere dost ne naya laptop kal hi khareed liya,"मिर्डस्ट, नन्या, लैप्टॉप, काल, हाइकरीड, लिया"
HGM023,fp32,HING_MIX,low,10.0,10,hi,0.1,0.022222222222222223,24.11,5.24,4.603,6026.8,बच्चों की exam अगले महीने से शुरू हो रही है,बच्चों की एकसान अगले महीने से शुरू हो रही है।
HGR023,fp32,HING_ROM,low,10.0,10,en,0.5,0.15555555555555556,32.7,7.29,4.488,6026.8,Bachchon ki exam agle mahine se shuru ho rahi hai,बख्षान के एक्जम अगल महीन से शूरू हो रही है।
HGM024,fp32,HING_MIX,low,11.1,9,hi,0.6666666666666666,1.0285714285714285,34.63,7.88,4.393,6026.8,उसने अपना bag बस में ही छोड़ दिया था,उसने अपना बाज़ जानी दाएनाओ तरिशाओने होरी अपना बग बस में ही छोड़ दिया था।
HGR024,fp32,HING_ROM,low,11.1,9,en,0.3333333333333333,0.16216216216216217,33.85,7.61,4.451,6026.8,Usne apna bag bus mein hi chhod diya tha,उसी अपना बाग बुस माईन ही शोट दिया ता.
HGM025,fp32,HING_MIX,low,11.1,9,hi,0.1111111111111111,0.07692307692307693,22.63,5.06,4.475,6026.8,यह दवा खाने के बाद fever कम हो जाएगा,यह दवा खाने के बाद फीवर कम हो जाएगा.
HGR025,fp32,HING_ROM,low,11.1,9,en,0.6666666666666666,0.23684210526315788,22.24,4.92,4.522,6026.8,Yeh dawa khaane ke baad fever kam ho jayega,ये दावा का नेके बाद फीवर कम हो जा येगा.
HGM026,fp32,HING_MIX,low,11.1,9,hi,0.1111111111111111,0.02857142857142857,21.31,4.64,4.592,6026.8,मैंने उसे कल शाम को एक email भेजा था,मैंने उससे कल शाम को एक इमेल भेजा था।
HGR026,fp32,HING_ROM,low,11.1,9,en,0.5555555555555556,0.14285714285714285,26.86,5.94,4.52,6026.8,Maine use kal shaam ko ek email bheja tha,"में यूस काल, शामको एक इमेल, बेजा ता."
HGM027,fp32,HING_MIX,low,11.1,9,hi,0.3333333333333333,0.13333333333333333,24.68,5.61,4.398,6026.8,हमारी team ने इस बार बहुत अच्छा प्रदर्शन किया,"अन, हमारी टीम ने इस बार बहुद अच्छा प्रदर्शन किया."
HGR027,fp32,HING_ROM,low,11.1,9,en,0.4444444444444444,0.15217391304347827,19.46,4.13,4.714,6026.8,Hamari team ne is baar bahut achha pradarshan kiya,हमारी टीमिनेज बार बहुत आखा प्रदार्शन किया.
HGM028,fp32,HING_MIX,low,10.0,10,hi,0.1,0.022222222222222223,22.2,5.06,4.39,6026.8,उसका बड़ा भाई एक बड़ी company में काम करता है,उसका बड़ा भाई एक बड़ी कोंपनी में काम करता है।
HGR028,fp32,HING_ROM,low,10.0,10,en,0.5,0.13043478260869565,29.2,6.44,4.531,6026.8,Uska bada bhai ek badi company mein kaam karta hai,"उसका बदाबाई, एकेग बादी कॉंपनी, माइन कम कार्टा हाई."
HGM029,fp32,HING_MIX,low,11.1,9,hi,0.7777777777777778,0.3,29.71,6.64,4.478,6026.8,मुझे कल सुबह hospital जाकर दवा लेनी होगी ज़रूर,"मुझे कल सुबह आये, हो पे आद बाबा, नेनी होगी जरूर."
HGR029,fp32,HING_ROM,low,11.1,9,en,0.8888888888888888,0.32,28.43,6.12,4.643,6026.8,Mujhe kal subah hospital jaakar dawa leni hogi zaroor,"मोई हेर काजुबा, हॉस्पितल या कार, दावा, लिनी होगी सरो."
HGM030,fp32,HING_MIX,low,11.1,9,hi,0.4444444444444444,0.0851063829787234,23.65,5.06,4.676,6026.8,उसने पूरी रात बैठकर अपना homework पूरा किया था,उसने पूरी राद बैठ कर अपना होमोर्क पूरा किया था।
HGR030,fp32,HING_ROM,low,11.1,9,en,0.2222222222222222,0.08695652173913043,27.95,6.17,4.532,6026.8,Usne poori raat baithkar apna homework poora kiya tha,"उसने पूरी, राट बैथका अपना होम्वर्क, पूरा किया था."
HGM031,fp32,HING_MIX,low,11.1,9,hi,0.4444444444444444,0.11904761904761904,26.2,5.8,4.515,6026.8,यह जगह शहर के बहुत नज़दीक और safe है,यह जगा शहर की बहुत नजीक और साफे है।
HGR031,fp32,HING_ROM,low,11.1,9,en,0.4444444444444444,0.14285714285714285,24.27,5.33,4.55,6026.8,Yeh jagah shehar ke bahut nazdeek aur safe hai,ये जागा शिहर के बहुत नज़दिक और सेफ है।
HGM032,fp32,HING_MIX,low,11.1,9,hi,0.5555555555555556,0.1111111111111111,22.1,4.86,4.543,6026.8,मेरी मम्मी हर सुबह tea बनाकर मुझे देती हैं,मेरी मम्मी हर सुबा ठी बना कर मुझे देती है।
HGR032,fp32,HING_ROM,low,11.1,9,en,0.6666666666666666,0.24444444444444444,34.47,7.38,4.669,6026.8,Meri mummy har subah tea banakar mujhe deti hain,"मेरी, ममी, हार, सुबाती बानका मुई, देटी हाइनन."
HGM033,fp32,HING_MIX,low,10.0,10,hi,0.4,0.1111111111111111,23.9,5.01,4.768,6026.8,उसने अपनी बात बहुत confidence के साथ सबके सामने रखी,उसने अपनी बात बहुत कॉंफिदेंस की साथ सब के सामने रखी.
HGR033,fp32,HING_ROM,low,10.0,10,en,0.3,0.05555555555555555,29.82,6.64,4.493,6026.8,Usne apni baat bahut confidence ke saath sabke saamne rakhi,उसने आपनी बाद बहुत confidence के साथ जब के समने राकी.
HGM034,fp32,HING_MIX,low,10.0,10,hi,0.3,0.20930232558139536,23.45,5.15,4.55,6026.8,हमें इस काम के लिए और time चाहिए होगा शायद,"हमें इस काम के लिए और टाइम चाही होगा, शायद नुख्या."
HGR034,fp32,HING_ROM,low,10.0,10,en,0.5,0.13636363636363635,22.97,4.96,4.631,6026.8,Hamein is kaam ke liye aur time chahiye hoga shayad,हमाईन इस कम के लिया और टाइम कही होगा शाया
HGM035,fp32,HING_MIX,low,10.0,10,hi,0.1,0.041666666666666664,24.3,5.29,4.593,6026.8,वह अपनी class में हमेशा पहले नंबर पर आता है,वह अपनी क्रिलास में हमेशा पहले नंबर पर आता है।
HGR035,fp32,HING_ROM,low,10.0,10,en,0.5,0.16326530612244897,27.77,6.22,4.464,6026.8,Woh apni class mein hamesha pehle number par aata hai,"वो अम्याई क्लास मैं हमेशा पेइले, नमबर पार आता है।"
HGM036,fp32,HING_MIX,medium,20.0,10,hi,0.2,0.1111111111111111,25.61,5.65,4.53,6026.8,कल की meeting cancel हो गई इसलिए मैं घर रहा,"कल की मेटिंग टैंसल हो गई, इसलिए मैं घर रहा."
HGR036,fp32,HING_ROM,medium,20.0,10,en,0.7,0.24444444444444444,27.06,6.03,4.489,6026.8,Kal ki meeting cancel ho gayi isliye main ghar raha,"कालकी मीटिंग, कैंसल हो गई, इस लियमेन, गारहा."
HGM037,fp32,HING_MIX,medium,30.0,10,hi,0.3,0.12,27.79,5.94,4.676,6026.8,उसने अपनी report submit करके manager को भेज दी थी,उसने अपनी रेपोर्ड सुमित करके मान्याजा को भेज दी थी।
HGR037,fp32,HING_ROM,medium,30.0,10,en,0.7,0.22,24.53,5.33,4.599,6026.8,Usne apni report submit karke manager ko bhej di thi,उसने अपनी रिरेपोर्ट सब्मिट का के मैनेजर को बीडी थी।
HGM038,fp32,HING_MIX,medium,30.0,10,hi,0.2,0.061224489795918366,27.75,6.12,4.531,6026.8,मुझे इस weekend कोई movie देखने का plan बनाना है,मुझे इस वीकेंड कोई मूवी देखने का प्रान बनाना है।
HGR038,fp32,HING_ROM,medium,30.0,10,en,0.3,0.10416666666666667,27.32,6.22,4.392,6026.8,Mujhe is weekend koi movie dekhne ka plan banana hai,"मुझे एस वीकेंड कोई मूवी, टेखने का प्लन बनाना हाई।"
HGM039,fp32,HING_MIX,medium,30.0,10,hi,0.2,0.08,28.97,6.36,4.557,6026.8,हमने कल का schedule change करके नया plan बना लिया,हमने कल का शैदूरो चांगे करके नया प्रान बना लिया।
HGR039,fp32,HING_ROM,medium,30.0,10,en,0.5,0.12,30.75,6.82,4.511,6026.8,Humne kal ka schedule change karke naya plan bana liya,"हमने काल का शेदूले, चंच कारके नाया, प्लान, बानलिया."
HGM040,fp32,HING_MIX,medium,20.0,10,hi,0.4,0.2857142857142857,29.19,6.44,4.531,6026.8,मेरा phone कल से बहुत slow चल रहा है अब,"मेरा फोन कल से बहुत स्लो चल रहा है, अब क्या पाएगा?"
HGR040,fp32,HING_ROM,medium,20.0,10,en,0.6,0.21428571428571427,31.58,7.05,4.478,6026.8,Mera phone kal se bahut slow chal raha hai ab,"मेराफोन कासी, बहुत स्लो. चाल रहा हा, हाई अब."
HGM041,fp32,HING_MIX,medium,30.0,10,hi,0.5,0.2,22.59,5.06,4.467,6026.8,उसने online form भरकर fees भी जमा कर दी थी,उसने ओलाइन फॉर्म भर कर फेज भी जमा कर दी थी।
HGR041,fp32,HING_ROM,medium,30.0,10,en,0.9,0.3111111111111111,26.29,5.65,4.649,6026.8,Usne online form bharkar fees bhi jama kar di thi,उस सिने ओनलाइन फॉर्म बारकर फीज बेहाई जमा कार्डिती।
HGM042,fp32,HING_MIX,medium,30.0,10,hi,0.3,0.06521739130434782,25.92,5.57,4.655,6026.8,आज traffic इतना heavy था कि मैं late पहुँच गया,आज ट्राफिक इतना हावी था कि मैं लाती पहुँच गया.
HGR042,fp32,HING_ROM,medium,30.0,10,en,0.8,0.2391304347826087,32.03,7.09,4.515,6026.8,Aaj traffic itna heavy tha ki main late pahunch gaya,"आईश ट्राफिक, इतना हेवी, धाकी में लेट, पहंचकाया."
HGM043,fp32,HING_MIX,medium,30.0,10,hi,0.3,0.08695652173913043,26.88,5.75,4.675,6026.8,मेरी सारी files कल laptop से delete हो गई थीं,मेरी सारी फीलस कल लाप्टॉप से देलेते हो गई थी।
HGR043,fp32,HING_ROM,medium,30.0,10,en,0.7,0.2391304347826087,27.39,6.12,4.473,6026.8,Meri saari files kal laptop se delete ho gayi thin,मेरी सारी फाइल इसकाल लैप्टॉप से दे लेते होगा इथिन।
HGM044,fp32,HING_MIX,medium,20.0,10,hi,0.2,0.09615384615384616,28.06,6.3,4.45,6026.8,उसका interview अच्छा गया लेकिन result अभी तक नहीं आया,"उसका इंटरव्यू अच्छा गया, लेकिन रेजूल्ट अभी तक नहीं आया."
HGR044,fp32,HING_ROM,medium,20.0,10,en,0.5,0.19230769230769232,26.68,5.89,4.531,6026.8,Uska interview achha gaya lekin result abhi tak nahi aaya,उसके इंटरव्यू आखा गाया लिकीन. रिजोल्ट अभी तक नाही आया.
HGM045,fp32,HING_MIX,medium,30.0,10,hi,0.2,0.10416666666666667,24.92,5.29,4.709,6026.8,हमने पूरी night study करके exam की तैयारी की थी,हमने पूरी नाइट स्टुदी करके एकसावया की तैयारी की थी।
HGR045,fp32,HING_ROM,medium,30.0,10,en,0.5,0.20833333333333334,30.02,6.82,4.404,6026.8,Humne poori night study karke exam ki taiyaari ki thi,"हमनम पूरी नाइट, स्टडी काके, इग्जाम की तयारी की थी."
HGM046,fp32,HING_MIX,medium,30.0,10,hi,1.6,1.5,42.42,9.28,4.571,6026.8,यह app बहुत useful है और बिल्कुल free भी है,यहाँ पुवानु एश्च से आनाईन और डोन सेर्मा चांदा नौनी हे थान नाईन आग्ट बहुत ओसिफुर है और बिलकुल फ्री भी है।
HGR046,fp32,HING_ROM,medium,30.0,10,en,0.4,0.14285714285714285,25.44,5.43,4.686,6026.8,Yeh app bahut useful hai aur bilkul free bhi hai,यह अप बहुत यूसफुल है और बिल्कूल. फ्री बियाई है.
HGM047,fp32,HING_MIX,medium,18.2,11,hi,0.18181818181818182,0.11764705882352941,23.23,4.96,4.683,6026.8,मुझे office से घर पहुँचने में एक hour लग जाता है,मुझे ओफिस से घर पहुँचने में एक हावर लग जाता है।
HGR047,fp32,HING_ROM,medium,18.2,11,en,0.7272727272727273,0.2549019607843137,31.78,7.09,4.48,6026.8,Mujhe office se ghar pahunchne mein ek hour lag jaata hai,मुझे अफिस गा पहुंचने माइन एकी आउर लाग याता हाई
HGM048,fp32,HING_MIX,medium,20.0,10,hi,0.4,0.07407407407407407,27.33,5.85,4.675,6026.8,उसने अपना account close करवाकर सारा पैसा निकाल लिया था,उसने अपना अकाउंट ख्लोज खरवा कर सारा पैसा निकाल लिया था।
HGR048,fp32,HING_ROM,medium,20.0,10,en,0.6,0.1111111111111111,29.78,6.54,4.553,6026.8,Usne apna account close karwakar saara paisa nikaal liya tha,"उसने अपना अकाउंट Close Carwaka, Sarah Paisa, Nikalia, ताक."
HGM049,fp32,HING_MIX,medium,30.0,10,hi,0.5,0.19607843137254902,25.9,5.65,4.582,6026.8,मेरे friends ने birthday party का पूरा इंतज़ाम किया था,मेरे फ्रंज ने बिट डिय पार्डी का पूरा इंतजाम किया था.
HGR049,fp32,HING_ROM,medium,30.0,10,en,0.5,0.21568627450980393,35.14,7.52,4.672,6026.8,Mere friends ne birthday party ka poora intezaam kiya tha,मिर फ्रेंज न बर्थडे पार्टी का पूरा इंटिजम किया था
HGM050,fp32,HING_MIX,medium,18.2,11,hi,1.0,0.7407407407407407,30.12,6.4,4.706,6026.8,यह restaurant बहुत famous है लेकिन खाना देर से आता है,"यही जानूलिया इनाइदन चीबोर है, लावन थ्यास और वाइन जाना ग्रान का है।"
HGR050,fp32,HING_ROM,medium,18.2,11,en,0.8181818181818182,0.25925925925925924,30.47,6.73,4.527,6026.8,Yeh restaurant bahut famous hai lekin khaana der se aata hai,"येर, रिस्टोरां बहुत, फेमुस हाईली किनकाना, दे अस्याता है।"
HGM051,fp32,HING_MIX,medium,20.0,10,hi,0.3,0.038461538461538464,25.59,5.57,4.595,6026.8,उसने मुझे WhatsApp पर video भेजकर पूरी बात समझा दी,उसने मुझे वाटसाप पर वीडियो भेज कर पूरी बात समझा दी.
HGR051,fp32,HING_ROM,medium,20.0,10,en,0.6,0.2549019607843137,26.62,5.8,4.587,6026.8,Usne mujhe WhatsApp par video bhejkar poori baat samjha di,उजेनुया WhatsApp पर वीडियो वेहिका पूरी बात समझादी.
HGM052,fp32,HING_MIX,medium,30.0,10,hi,0.0,0.0,26.58,5.71,4.657,6026.8,मेरी booking confirm हो गई और ticket भी मिल गया,मेरी booking confirm हो गई और ticket भी मिल गया.
HGR052,fp32,HING_ROM,medium,30.0,10,en,0.5,0.15555555555555556,24.91,5.24,4.756,6026.8,Meri booking confirm ho gayi aur ticket bhi mil gaya,नेरी बुकिंग कंफर्म हो गया और टिकट बाई मिल गया
HGM053,fp32,HING_MIX,medium,27.3,11,hi,0.2727272727272727,0.12962962962962962,23.5,5.01,4.687,6026.8,इस software को install करने में बहुत time लग रहा है,इस सौफ्टवेर को इंस्टायल करने में बहुत ठाइम लग रहा है।
HGR053,fp32,HING_ROM,medium,27.3,11,en,0.2727272727272727,0.12727272727272726,29.02,6.44,4.504,6026.8,Is software ko install karne mein bahut time lag raha hai,इस सौफ्टवेर को इंस्टॉल कारने माइन बहुत टाइम लाग. राहा हाई.
HGM054,fp32,HING_MIX,medium,20.0,10,hi,0.2,0.061224489795918366,27.08,5.98,4.524,6026.8,उसने अपनी shop बंद करके नया business शुरू कर दिया,उसने अपनी शोब बंद करके नया बुशने शुरू कर दिया.
HGR054,fp32,HING_ROM,medium,20.0,10,en,0.4,0.12244897959183673,41.0,8.86,4.625,6026.8,Usne apni shop band karke naya business shuru kar diya,उसने अपनी शप बांड कार के नाया बिजनिस शूरू कार दिया।
HGM055,fp32,HING_MIX,medium,30.0,10,hi,0.9,0.48148148148148145,28.14,6.3,4.463,6026.8,हमारी class आज online होगी क्योंकि teacher बाहर गए हैं,"हमारी ख्रान 9 मोडे क्यान, क्यान ही सरन होगी, क्या कि तीचर बाहर गए हैं."
HGR055,fp32,HING_ROM,medium,30.0,10,en,0.3,0.11320754716981132,27.59,6.12,4.506,6026.8,Hamari class aaj online hogi kyunki teacher bahar gaye hain,"हमारी क्लास आईज ओन्लाइन होगी क्यूंकी टीचर, बहार गाई हाईन."
HGM056,fp32,HING_MIX,medium,20.0,10,hi,0.1,0.02040816326530612,24.38,5.38,4.534,6026.8,मैंने अपना password change कर लिया लेकिन फिर भूल गया,"मैंने अपना पासवर्ड चंगे कर लिया, लेकिन फिर भूल गया."
HGR056,fp32,HING_ROM,medium,20.0,10,en,0.7,0.1836734693877551,21.22,4.68,4.531,6026.8,Maine apna password change kar liya lekin phir bhool gaya,ने नापना पासवर्ड चेंज कारलिया लिकीन फिर बूल गया।
HGM057,fp32,HING_MIX,medium,30.0,10,hi,0.4,0.15,28.15,5.94,4.737,6026.8,यह project deadline से पहले complete करना बहुत ज़रूरी है,यहाँ प्रोजेक्ट डैडलाइन से पहले कॉम्पलेट करना बहुत जरूरी है।
HGR057,fp32,HING_ROM,medium,30.0,10,en,0.7,0.23333333333333334,28.6,6.36,4.498,6026.8,Yeh project deadline se pehle complete karna bahut zaroori hai,ये प्रोजेक्ट डेडलाइन से पेल कंप्लीट काना बाहू. सारोरी हाई.
HGM058,fp32,HING_MIX,medium,20.0,10,hi,0.9,0.62,37.35,8.26,4.524,6026.8,उसका result अच्छा आया इसलिए सबने उससे party मांगी कल,"उसका रेजुल्ट अच्छा आया, इसलिए सबने उहनाई नाइंचे मावन, उन्होंने यांचे उनोगा आच्छा था।"
HGR058,fp32,HING_ROM,medium,20.0,10,en,0.7,0.27450980392156865,32.05,7.05,4.545,6026.8,Uska result achha aaya isliye sabne usse party maangi kal,"उसकर जोड़ अखा, आया इसलिए, जब न उसे पार्टी मैं अंगिकाल."
HGM059,fp32,HING_MIX,medium,20.0,10,hi,1.0,1.054054054054054,42.73,9.24,4.626,6026.8,मेरे बड़े भाई ने नई job join कर ली है,मेरे बड़े भाई ने नाली सौब जौंस्थिन अन्मण आई जन्डा थाना का अन्कूर नोटनावडा।
HGR059,fp32,HING_ROM,medium,20.0,10,en,0.8,0.24324324324324326,25.11,5.33,4.708,6026.8,Mere bade bhai ne nayi job join kar li hai,मिर बाद बेबाई ननाई जाब जोइन कार लिहाई
HGM060,fp32,HING_MIX,medium,30.0,10,hi,0.2,0.0625,24.65,5.33,4.62,6026.8,यह video बहुत viral हुआ और लाखों views मिल गए,यह वीडियो बहुत विराल हुआ और लाखों व्यूस मिल गए।
HGR060,fp32,HING_ROM,medium,30.0,10,en,0.5,0.19148936170212766,33.12,7.29,4.545,6026.8,Yeh video bahut viral hua aur laakhon views mil gaye,"ये विडियो बहुत वीराल हुआ, आवा, लाकॉन व्यूज, मिल गई।"
HGM061,fp32,HING_MIX,medium,18.2,11,hi,0.18181818181818182,0.034482758620689655,28.24,6.08,4.644,6026.8,हमें इस issue को जल्दी solve करना पड़ेगा वरना दिक्कत होगी,"हमें इस इस्वे को जल्दी सॉल्वे करना पड़ेगा, वरना दिक्कत होगी."
HGR061,fp32,HING_ROM,medium,18.2,11,en,0.36363636363636365,0.1016949152542373,34.39,7.33,4.692,6026.8,Hamein is issue ko jaldi solve karna padega warna dikkat hogi,"हमाईन इस इश्यू, को यादी, सल्वे कार्णा, पदेगा वार्णा, दिकाट होगी."
HGM062,fp32,HING_MIX,medium,30.0,10,hi,0.3,0.0784313725490196,26.86,5.85,4.595,6026.8,उसने अपना ticket book करवा लिया लेकिन seat नहीं मिली,"उसने अपना टिक्किट बो करवा लिया, लेकिन साथ नहीं मिली."
HGR062,fp32,HING_ROM,medium,30.0,10,en,0.5,0.12,33.89,7.33,4.624,6026.8,Usne apna ticket book karwa liya lekin seat nahi mili,"उसने, अपना, टिकट बुक, कावा लिया, लिकिन सीट, नाही मिले."
HGM063,fp32,HING_MIX,medium,30.0,10,hi,0.5,0.22,28.21,6.22,4.536,6026.8,मुझे नया router इस month order करना पड़ेगा शायद अब,"मुझे नया राउटर इस मॉंट ओर्डर करना परेगा, शायद अब नूँझे."
HGR063,fp32,HING_ROM,medium,30.0,10,en,0.7,0.18,26.99,6.08,4.439,6026.8,Mujhe naya router is month order karna padega shayad ab,मुझिनाया राउटर इस मंथ ओर्डर कार्ना पादिगा शायद अब्लू
HGM064,fp32,HING_MIX,medium,20.0,10,hi,1.0,1.4285714285714286,48.57,10.54,4.609,6026.8,आज lunch में मैंने कुछ भी heavy नहीं खाया था,आज लुण्च में मैंने कुछ भी हावी नहीं खाया था। अन्नाननसोर उनादियन तो नाइना धोराने सविटा जिजान अदर्धनाओ हर।
HGR064,fp32,HING_ROM,medium,20.0,10,en,0.9,0.23255813953488372,32.85,7.24,4.536,6026.8,Aaj lunch mein maine kuchh bhi heavy nahi khaaya tha,"आज लंच, माई में कूर, पी हेवी, ना ही काया, ताओ."
HGM065,fp32,HING_MIX,medium,20.0,10,hi,0.2,0.05263157894736842,27.04,5.94,4.551,6026.8,उसने बहुत मेहनत करके अपनी company को successful बना दिया,उसने बहुत मेहनत करके अपनी कॉम्पानी को सुक्सेस्फुल बना दिया.
HGR065,fp32,HING_ROM,medium,20.0,10,en,0.3,0.12280701754385964,32.17,7.09,4.535,6026.8,Usne bahut mehnat karke apni company ko successful bana diya,"उसने बहुत मेनाट कारके, अपनी कंपनी, को, सक्सेसफुल बाना दिया."
HGM066,fp32,HING_MIX,medium,20.0,10,hi,0.3,0.1320754716981132,25.84,5.61,4.604,6026.8,यह course पूरा करने में लगभग छह month लग जाएंगे,यह कोर्स पूरा करने में लगभग 6 मोंट लग जाएंगी.
HGR066,fp32,HING_ROM,medium,20.0,10,en,0.8,0.2641509433962264,33.13,7.15,4.635,6026.8,Yeh course poora karne mein lagbhag chhah month lag jayenge,"ये कोर्स पूरा काने, माइन लागबाग, शामूंत लागजेयं"
HGM067,fp32,HING_MIX,medium,18.2,11,hi,0.09090909090909091,0.018867924528301886,22.42,4.82,4.649,6026.8,मुझे कल morning शहर से बाहर meeting के लिए जाना है,मुझे कल मोर्निंग शहर से बाहर मितिन के लिए जाना है।
HGR067,fp32,HING_ROM,medium,18.2,11,en,0.7272727272727273,0.18867924528301888,30.79,6.73,4.574,6026.8,Mujhe kal morning shehar se bahar meeting ke liye jaana hai,"मुया काल मॉर्निंग, शीहर सिबहर, मीटिंग केलिये याना हाई"
HGM068,fp32,HING_MIX,medium,20.0,10,hi,0.2,0.061224489795918366,26.08,5.57,4.684,6026.8,उसने अपनी सारी savings उस business में लगा दी थीं,उसने अपनी सारी साविंग्स उस बुशनिस में लगा दी थी।
HGR068,fp32,HING_ROM,medium,20.0,10,en,0.8,0.22448979591836735,27.21,5.71,4.768,6026.8,Usne apni saari savings us business mein laga di thi,"उसने अमिसारी, सेविंग्स अस बिजनिस, माइन लागा, दिटी."
HGM069,fp32,HING_MIX,medium,20.0,10,hi,0.4,0.2037037037037037,28.9,6.44,4.486,6026.8,हमारी society में हर साल बड़ा function होता रहता है,हमारी सोसेटी में हर साल बड़ा फुंक्षोन होता रहना ताहता है।
HGR069,fp32,HING_ROM,medium,20.0,10,en,0.4,0.18181818181818182,33.9,7.33,4.626,6026.8,Hamari society mein har saal bada function hota rehta hai,"हमारी सिसायटी, मायन हर साल, बादा, फंक्षन होता, रेटा हाई."
HGM070,fp32,HING_MIX,medium,27.3,11,hi,1.1818181818181819,1.0204081632653061,39.16,8.53,4.588,6026.8,मैंने उसे call किया लेकिन उसका number busy आ रहा था,"में ने इनुजिव्यान है, अनादा नमे नौ, इसानों सी इसान था, अनामाता कच्चाने दिना।"
HGR070,fp32,HING_ROM,medium,27.3,11,en,0.2727272727272727,0.10204081632653061,29.49,6.36,4.638,6026.8,Maine use call kiya lekin uska number busy aa raha tha,"Main use call Kia Lekin Uska. Number Busy Ayara, Tha."
HGM071,fp32,HING_MIX,high,40.0,10,hi,0.3,0.125,26.93,5.65,4.763,6026.8,मुझे कल जल्दी office जाकर morning meeting attend करनी है,मुझे कल जल्दी ओफिस जाकर मोर्निंग मैटिंग आना करनी है।
HGR071,fp32,HING_ROM,high,40.0,10,en,0.7,0.19642857142857142,31.4,6.91,4.542,6026.8,Mujhe kal jaldi office jaakar morning meeting attend karni hai,"मुय काल, याल दी ओफिस, याका मॉर्निंग मीटिंग, अटेंट कार्णी हाई."
HGM072,fp32,HING_MIX,high,40.0,10,hi,0.3,0.125,25.24,5.57,4.533,6026.8,मेरा project submit करने की last date कल ही है,मेरा प्रोजेक्ट सुब्मेट करने की लास्ट तुई तो कल ही है।
HGR072,fp32,HING_ROM,high,40.0,10,en,0.4,0.125,29.71,6.54,4.544,6026.8,Mera project submit karne ki last date kal hi hai,"मेरा, प्रोजेक्ट सब्मिट काने की. लास्ट एट, काल हाई हाई."
HGM073,fp32,HING_MIX,high,50.0,10,hi,0.9,0.3333333333333333,27.82,6.22,4.474,6026.8,उसने resume update करके multiple companies में apply कर दिया,"उसने एसवा में अपदेट करके, मुल्टिपल कोमपानीस में या ना ना इठर दिया."
HGR073,fp32,HING_ROM,high,50.0,10,en,0.9,0.3442622950819672,32.96,7.24,4.55,6026.8,Usne resume update karke multiple companies mein apply kar diya,"उसार रिजूमा अपडेट, काके मॉल्टिपल कंपनीज, मान प्लाई काओर, दिया."
HGM074,fp32,HING_MIX,high,36.4,11,hi,0.36363636363636365,0.125,24.92,5.57,4.475,6026.8,आज weather pleasant है इसलिए हम outing plan कर रहे हैं,"आज वेदर प्लेजांट है, इसलिए हम ओटिंग प्रान कर रहे हैं।"
